iban,code_client,valorisation_en_cents
FR1730004391194216346462801,ZC0695214,13238
FR1730004773342610386167401,PY2684435,-467234
FR0730004108774678252958301,GN0041778,328654
FR2430004936097162360010600,GN0041778,-52243
FR1630004599429723862296901,UV9914295,-77054
FR3730004249691645530048900,BZ8266321,337559
FR0330004307745400110381100,BZ8266321,92298
FR3430004324320918432497001,LM4330859,24587
FR1630004994638728861927100,LM4330859,128820
FR7930004809138824020523700,GG2388020,343
FR3330004526301918493449301,GG2388020,21032
FR6530004097698652495941601,GK1680767,144895
FR1330004851318095179789300,UC9238784,5622
FR5430004085516478222478000,UC9238784,119523
FR7130004648268183060431201,WA2748235,67513
FR6030004583043293346582801,HG5098882,9494
FR7230004634688845852254201,JW9181613,8048
FR1030004072901512562072300,OT4698061,30868
FR6330004560354874116358901,OT4698061,7746
FR2730004292408455666238201,AX9753312,78807
FR8830004949595485362337501,AX9753312,8190
FR6930004681616244442188301,AX9753312,9922
FR0930004412670551322967400,RG9890927,-70271
FR4230004033859755304333301,RG9890927,125658
FR4730004705805796798565901,HL0533264,32208
FR9030004551756351382096501,RC6132184,17785
FR4430004480544559670294701,EJ5830648,12832
FR8230004305120784525160101,LD4668567,249625
FR9430004405567470136528201,OV8538278,141121
FR8230004305128860969705100,BQ1376487,-485112
FR4830004211795512854956001,GW7237250,40556
FR1030004118994165293234600,QF3320666,185249
FR4730004783980392293927000,QF3320666,-71822
FR6930004548464532466884300,QF3320666,115874
FR6130004291642550251306900,QF3320666,177315
FR8830004107909095360022501,QF3320666,-325614
FR5430004089247244588972700,QD6757345,-45297
FR3730004072190273388210200,QD6757345,636689
FR1930004101577548459153801,QD6757345,19365
FR5430004089242386202893601,ID9188490,-14855
FR0930004412677352727098100,RG6438138,-497640
FR0830004072227894392691000,HJ6640928,-39010
FR1430004243329669016420100,IS0002225,47542
FR1930004491985091412244901,IS0002225,17372
FR9330004747697480806402400,IS0002225,-19122
FR1330004830258844873880101,SG8979261,-65371
FR1430004243322509858111100,SG8979261,30302
FR1230004610232595360361501,FL1267864,198014
FR0930004858274794587708300,LM4462488,102700
FR5430004089247940603825300,KN7692437,-45621
FR6230004888359235562677300,WA9631008,13537
FR2330004885644584976040001,MP7702958,26446
FR5430004089247689018288901,MP7702958,102040
FR4130004639372459217274301,BT8814225,55867
FR0930004858278503460057000,BT8814225,-21587
FR6330004071868985262546300,YS2828381,-74462
FR8230004305123976906380200,AN1860572,3418
FR7930004368575746358251800,MT9379597,127030
FR4030004335011253227438901,PC0369611,-92179
FR2030004675323391054285100,PC0369611,79515
FR3330004526305582595736801,PC0369611,10489
FR5430004085513784825294700,PC0369611,120890
FR7930004630277570154463400,WA0385135,872350
FR1530004015130535199295000,WA0385135,30296
FR1530004695948109445183500,IZ2075698,114419
FR7730004733898901730194601,IZ2075698,5061
FR4530004620433910576225801,IV9501540,849
FR2930004854179170906412201,IV9501540,-16029
FR8830004107901642663526700,IV9501540,39510
FR9630004523639417325330801,IV9501540,-412214
FR1330004830251571465013900,UQ6689287,14276
FR1030004236747411225223801,UQ6689287,28589
FR5530004960684572543483900,PN8016481,-425725
FR8430004859190840304324300,PN8016481,14199
FR7330004866600246896445501,RH1453289,17077
FR2530004515703665628750300,RH1453289,12260
FR7530004129456599386803301,RH1453289,-430886
FR3330004450766091967481900,RH1453289,-57617
FR9630004448693706635163800,RH1453289,8153
FR5930004298153854784758400,VA1384273,84592
FR2530004434025007466530900,VA1384273,819180
FR4530004620437331111374201,VA1384273,14032
FR5430004302375677900992600,EG8150510,175975
FR9830004359736279270792001,DN6424301,411088
FR7130004898534897762309101,KY2834882,17368
FR1430004463153518143309500,KY2834882,-71975
FR0030004974758070822181101,GZ5268033,31633
FR1330004443511045586912200,GZ5268033,668794
FR5930004284455509664112601,IF9248698,27418
FR9230004357604026079262600,IF9248698,-80042
FR6930004548462073484816900,WO6342211,-41687
FR9230004357606595919428200,UH0886704,17713
FR2930004854177692419035500,UH0886704,44051
FR8830004107901414753070501,DT2385776,38993
FR4330004382073864009994000,AN5951494,17537
FR1230004350562364061902301,ZJ8986906,22750
FR3930004121361882859252701,ZJ8986906,46868
FR9230004399784571499963301,RP5649987,10120
FR1330004851319048018717101,MO0201521,-203210
FR0430004431256555851325101,MF9443489,14599
FR6430004728028046625490300,VD3774348,36408
FR8230004851252238811990301,XY9129974,26589
FR0230004898846917847919000,XY9129974,1634
FR6430004728029906750732801,WN3696701,4245
FR2930004854179987517399300,LB7873355,-152609
FR3730004331652043458510400,HG7100230,396601
FR8530004972749545726269700,HG7100230,-218077
FR4930004919165455068582300,HG7100230,-303671
FR5530004286818653269097501,HG7100230,29718
FR0430004916207008154400401,EE2698408,188479
FR5930004298158561820543601,CZ7664390,-21722
FR0330004307747846280253300,CZ7664390,154102
FR5430004036947045470694401,CA6017016,36760
FR3930004121366170298431100,XS9418382,20932
FR8830004107902454648518901,HA6090904,-246133
FR2930004854173681832216001,QN8368793,62699
FR7530004964101118316695600,PW2690125,40030
FR8330004585434842149691001,PW2690125,9857
FR0630004253451136113046701,PW2690125,130343
FR8730004567289052642859700,PW2690125,11017
FR0430004196569932670995601,PW2690125,6556
FR8230004329018414323732400,WV5646838,142521
FR5430004692894716568850001,WV5646838,535963
FR1730004139908749595898200,WV5646838,-320365
FR0230004898840208912873101,JV0869765,6052
FR8730004625913131054087901,SD0457989,19447
FR1330004162209360557718100,SD0457989,26791
FR2230004916337534966180801,XM5310588,-75748
FR9330004175804481807019600,XM5310588,111705
FR5730004686119949057754700,IC2716487,-89370
FR6230004141846134624273201,QQ5066689,29041
FR6330004071869085223416701,QQ5066689,-432988
FR7830004343655421434441801,QQ5066689,-448808
FR2730004292403438312800300,QQ5066689,7307
FR0330004035231796820651300,VO9992073,267279
FR9830004016247180813977200,VO9992073,-34755
FR7030004094580214182841901,VO9992073,27896
FR0530004870153742213863101,BL3955862,342071
FR9630004726817633612823500,BL3955862,-160413
FR3930004537473771414235900,GT7149267,-426940
FR8730004567282990299334401,XN7000065,26944
FR6130004083934849390859101,XN7000065,36270
FR9430004405569885142139901,XN7000065,9444
FR1330004162205872478422800,XN7000065,14721
FR3130004753685280800099900,XN7000065,22297
FR7830004343651077775894301,ZL3025818,23538
FR1330004162200594091451400,ZL3025818,-388153
FR8830004107903310377476600,ZL3025818,22218
FR5430004692897827493205100,ZL3025818,-29498
FR2030004675328789879387801,JV1663188,4511
FR0930004858279576331847801,WA3640891,49937
FR5030004282912731699883300,WA3640891,3477
FR9830004359734497142915601,QT5383053,21762
FR7830004343658061332105100,QZ2865307,3136
FR1730004710510409944231301,TF4255300,750622
FR0030004974759008811932001,MD7246931,814225
FR2530004434020044193460900,SH6071112,2614
FR1230004821921006511087600,BF6180706,18098
FR8230004851256719275372100,FY8865091,16335
FR1530004695940279834223500,FY8865091,1334
FR6430004728029302310795601,UN9979244,7223078
FR7730004733890599267165701,UN9979244,91309
FR9630004448692897810972001,UN9979244,58294
FR3430004427363545616285700,UN9979244,26654
FR3130004753685087447796501,UN9979244,197096
FR7930004368571643424822400,DM4685428,-446537
FR1230004112788799759410801,DM4685428,815691
FR1530004695949347377447001,FM0277259,38869
FR1330004830256835135319400,FM0277259,334634
FR8830004107901836728244201,TD3889877,154416
FR1630004599420558007288100,TD3889877,933
FR4830004211794999217059900,TD3889877,33752
FR1030004118995705598866600,TD3889877,151353
FR7230004193730572785487701,TD3889877,311224
FR3030004068627717848423501,OE2333850,36931
FR0630004253456931356792501,OE2333850,46509
FR6130004083932973327574301,OT7813249,36823
FR2730004088324792232654200,OU1138439,10574
FR6930004681618254609131001,OU1138439,176892
FR4730004783985724735522900,TQ2163137,102390
FR8430004859198742358040501,TQ2163137,2090
FR8830004374369490835480600,NE2300065,123663
FR4330004093103547199594301,WZ1976435,84645
FR2530004515700261774322901,WZ1976435,168585
FR3930004121363994703266801,SH9932903,24623
FR1130004574841705391806901,SH9932903,-376826
FR4630004553937964944400100,SH9932903,72438
FR6030004367598929323481601,SH9932903,8191244
FR8930004739135996656229100,SH9932903,172093
FR5430004964677526646457100,FJ9854500,38624
FR7130004111567424472410300,XP5680898,166869
FR6330004560357586648191101,YK6111927,106645
FR9830004359732108114516501,TK6567212,-308437
FR4230004033856093317508100,EG4461144,895993
FR3630004053098652556465000,EG4461144,2630
FR1930004101570247291860500,XM3540468,-44833
FR8830004949595668021683701,XM3540468,9271
FR5530004368812793075826700,XM3540468,40214
FR4730004705807777731535501,XM3540468,168305
FR4830004028701489145330600,VN5263919,725402
FR2230004916338775838116100,VN5263919,-396904
FR7130004898532770150790000,KT8638368,32722
FR6730004992472622593939201,VA8520993,259029
FR1030004236744859092563401,VA8520993,-331726
FR3230004069069906504443201,VA8520993,24729
FR4930004919167445708828700,VA8520993,150584
FR8930004640202844388203400,DW9357459,-67357
FR3130004837547918495020401,DB2002786,845
FR6030004583045879642567701,DB2002786,168305
FR7930004612833352614699800,DB2002786,-35290
FR9830004359737619193916501,DB2002786,14577
FR4830004028701194253150601,DB2002786,-88895
FR4230004671640090368562401,YQ5580578,848702
FR0330004307741586971023000,QS6999560,80376
FR9230004591402760248673801,QS6999560,-77848
FR1430004463157658011959901,QS6999560,143901
FR1730004139905188522114200,WB5585076,20315
FR1230004821922830083170501,WB5585076,28904
FR9630004523636828497930200,WB5585076,19864
FR6130004083938858896619900,WB5585076,69661
FR5530004960688382984104400,QS2260724,475226
FR0430004196567144243740000,QS2260724,-390387
FR8530004972746854615707100,PS1720841,-66969
FR1830004114901245569589201,PS1720841,15118
FR8830004374368618051426600,VA5858153,-96467
FR8730004625918245531031400,VA5858153,25758
FR2730004088323238734712201,OR2778540,74613
FR8230004305122115952911401,IK3528739,901963
FR1030004236746100744654900,IK3528739,7302
FR6230004213094659624409000,DC5408931,794584
FR3130004837545472928806401,AR1259310,44810
FR6230004888359066899359001,AR1259310,-24772
FR8930004640200395446408700,HS4241489,-24970
FR1330004162202953394243301,HS4241489,-416
FR3330004526301890167021901,HS4241489,46781
FR2330004005447856283275201,HS4241489,49900
FR0430004431250332473786301,YW8566218,75558
FR7030004094588958413402300,HG3764206,15020
FR0930004227830305929303001,HG3764206,-11045
FR5430004964674378034474501,GB0924179,70168
FR3530004209102370529154900,GB0924179,39127
FR7130004898533611669096201,WJ1273016,48160
FR1830004114903957223995400,WJ1273016,211541
FR1530004695946363833574701,EA9120326,27571
FR6330004560357689422248301,EA9120326,-8589
FR2530004434022544304227901,JL6464916,15920
FR8730004631252232645892200,NN2278938,29047
FR9830004016240608021183601,LH3774973,160019
FR0330004001940255942350401,WN8309648,662820
FR7030004893749315222878300,WN8309648,15968
FR5430004692899769247600000,TY2128347,10374
FR6330004626037084754473201,UX7142949,-160917
FR9230004357609715041859701,UX7142949,-5466
FR9230004357604262003855600,HT2932923,97667
FR2930004854170106589660401,WL7877078,-252357
FR2030004675325164104679201,GO7782317,192850
FR5430004302375706526237700,GO7782317,406577
FR3130004753687198470964801,GO7782317,14573
FR6030004583042069828094500,AK7537551,995319
FR7730004819808864968862301,EA4945767,-147268
FR7930004368574876736650700,EA4945767,6923
FR9630004448691327074613901,HI7831881,-395545
FR7530004820889863666797100,HI7831881,294993
FR1630004994634959028081001,FN9414018,5758
FR7830004343651082633043500,LN9768145,143878
FR8930004739132812080899600,LN9768145,761748
FR4430004480547893201552100,LN9768145,119122
FR9030004566771558139146400,EQ7875467,30677
FR2530004434024554361137101,EQ7875467,484360
FR7230004193739614814599500,FY6057675,4617
FR7530004232459072836872901,NJ3271561,24983
FR6730004992479214197703800,NJ3271561,-51934
FR8930004211193125417158100,NJ3271561,10902
FR7030004893744733219193700,ZB2242830,13546
FR7330004801415789660779901,ZB2242830,28653
FR2730004292403243240729601,ZB2242830,55490
FR4330004382078780215759201,ZB2242830,3421049
FR6130004475987997626944401,CY3421215,6335
FR9830004359730340614177901,DY7304263,331204
FR3330004526305925202342101,DY7304263,168644
FR1030004236743871341716301,DY7304263,92844
FR5430004302370004879557600,NC4839937,48521
FR8830004949598659737960800,NC4839937,2530
FR1730004710511902751316800,NC4839937,21263
FR0330004001943694209788101,NC4839937,78853
FR3630004053090746074198100,NC4839937,26354
FR6730004392709945586188601,YD1428343,15030
FR9630004728772126504828101,IQ8204974,-10332
FR0630004253459826282073901,IQ8204974,26702
FR5430004089248495381411000,IQ8204974,168097
FR8730004567282603157413500,IQ8204974,-126509
FR5430004036944956025073301,KG3328280,483370
FR2430004936095927965800101,KG3328280,-80481
FR8930004640209238777016200,KG3328280,16073
FR5430004085513513003131101,KG3328280,-15724
FR8830004107905231726210300,WV5076772,166393
FR3430004044301105621735600,WV5076772,40870
FR3730004331944780230403500,ER5730116,72514
FR3630004469578187163912001,ER5730116,2439
FR5430004117689428797077601,CA5702994,-67805
FR5530004368817718560788401,SQ1019359,30891
FR7730004819807001479954200,SQ1019359,19069
FR3730004072196767789378200,MI4747015,112084
FR5430004036947469633763201,KG7081288,37532
FR8230004305124809021149800,JE2519961,1305
FR4330004382074897931956100,JE2519961,125176
FR6930004681615363502810701,NH8771212,13694
FR1730004139902291047368300,NH8771212,5312
FR8930004739133708676449200,NH8771212,40009
FR9630004728779578573810801,EU2083678,75537
FR4330004093102467825187001,TU9773305,42908
FR0330004307741957810009801,TU9773305,145425
FR3930004537473337854027001,XI2269273,35350
FR2730004292400475584234800,TX6676133,40306
FR0330004035236491585252501,VK5408552,39441
FR8730004567280100262930401,FK5900626,88658
FR8730004625917349174455400,FK5900626,245358
FR5930004298159163892338300,FK5900626,-27951
FR8330004585433177899101301,CL0485493,-492112
FR6030004583040983828055901,RQ7142670,153448
FR7030004094583046073773901,KS2992182,-81488
FR1730004139902451821796500,KS2992182,-96133
FR4630004553936452644718001,YD8594891,-371873
FR6130004291645553813367400,YD8594891,46918
FR2030004531840917573719801,KE7929417,203027
FR9030004810287189996255600,XB9704539,11491
FR4530004620431581094578401,XB9704539,23803
FR0630004253456037294382700,EX7321009,37823
FR7930004368571329870674401,ZD8770544,157524
FR0730004128697565706654701,DS7217228,17805
FR1030004236743881397421200,DS7217228,-456162
FR6430004539115553525281901,VJ4086872,-78281
FR7330004866601616027945201,VJ4086872,97015
FR7230004078533991168096701,NW0555218,25902
FR8630004423877131390633800,NW0555218,-77101
FR7330004866602405545679601,OZ6894645,67449
FR9830004333590078850182100,DH5855456,-98731
FR2030004675326294990607801,DH5855456,90574
FR9030004566778166533498101,XN5758288,40840
FR5530004960685400825852101,XN5758288,85748
FR1930004101573578750866201,LI5079336,48290
FR0030004974759343330969000,MS5177764,-4359
FR4030004335014452661223900,MS5177764,-29401
FR3630004480695112618959501,BH6128011,447695
FR6230004141844800172903401,BH6128011,24485
FR6930004548460273281643901,BP2479615,105757
FR3730004249694203672845101,BP2479615,-24148
FR5430004089240838612803400,BP2479615,-95301
FR3730004331949568235765700,MU9673350,49578
FR0530004870159573208378801,MU9673350,1094
FR7630004038524673524453100,QN0999578,-96011
FR8330004585431400450882400,QN0999578,-62190
FR9830004016241845283832000,DF2574254,106221
FR0930004858271234359771100,DF2574254,49242
FR3930004121365051438118800,MN1827695,128899
FR1730004710517085008435301,MN1827695,43582
FR5430004692897283876423001,MN1827695,101712
FR8830004443007660162299001,MN1827695,6877
FR2430004913062032734185000,MN1827695,27433
FR7330004576459564257957000,VJ7861620,45718
